idx,country,users,purpose,detailed_purpose,period,mass,site,contractor,min_lifetime,max_lifetime,date
942,United Kingdom,Commercial,Communications,,281.15,650.0,Guiana Space Center,Thales Alenia Space,,,2014-07-10
943,United Kingdom,Commercial,Communications,,281.08,650.0,Guiana Space Center,Thales Alenia Space,,,2014-07-10
944,United Kingdom,Commercial,Communications,,280.87,650.0,Guiana Space Center,Thales Alenia Space,,,2014-07-10
945,United Kingdom,Commercial,Communications,,287.93,650.0,Guiana Space Center,Thales Alenia Space,,,2014-12-18
946,United Kingdom,Commercial,Communications,,287.93,650.0,Guiana Space Center,Thales Alenia Space,,,2014-12-18
947,United Kingdom,Commercial,Communications,,287.93,650.0,Guiana Space Center,Thales Alenia Space,,,2014-12-18
948,United Kingdom,Commercial,Communications,,287.93,650.0,Guiana Space Center,Thales Alenia Space,,,2014-12-18
949,United Kingdom,Commercial,Communications,,287.93,700.0,Guiana Space Center,Thales Alenia Space,,,2013-06-25
950,United States,Government,Earth Observation,Earth Science,98.83,454.0,Vandenberg AFB,Orbital Sciences Corp.,2.0,2.0,2014-07-02
951,Sweden,Government,Earth Observation,Earth Science,96.1,250.0,Svobodny Cosmodrome,Swedish Space Corporation/Canadian Space Agency/National Technology Agency of Finland/Centre National d'Etudes Spatiales,2.0,2.0,2001-02-20
952,Israel,Military,Earth Observation,Radar Imaging,94.47,300.0,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2014-04-09
953,Israel,Military,Earth Observation,Optical Imaging,94.4,300.0,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2016-09-13
954,Israel,Military,Earth Observation,Optical Imaging,95.97,300.0,Palmachim Launch Complex ,"Israel Aircraft Industries (IAI), Missiles and Space Group",4.0,4.0,2002-05-28
955,Israel,Military,Earth Observation,Optical Imaging,93.75,300.0,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2007-06-10
956,Israel,Military,Earth Observation,Optical Imaging,93.91,300.0,Palmachim Launch Complex ,Israel Aerospace Industries (IAI),5.0,5.0,2010-06-22
957,Spain,Government,Technology Development,,98.7,3.0,Dombarovsky Air Base,Instituto Nacional de Tecnica Aerospacial (INTA),,,2013-11-21
958,Australia,Commercial,Communications,,1436.11,3270.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2014-09-11
959,Australia,Military/Commercial,Communications,,1436.08,4800.0,Guiana Space Center,Space Systems/Loral,15.0,15.0,2003-06-12
960,Australia,Commercial,Communications,,1436.12,2858.0,Xichang Satellite Launch Center,Hughes Space and Communications,10.0,14.0,1994-08-28
961,Australia,Commercial,Communications,,1436.08,2300.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2006-10-13
962,Australia,Commercial,Communications,,1436.1,2400.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2007-10-05
963,Australia,Commercial,Communications,,1436.04,2501.0,Guiana Space Center,Orbital Sciences Corp.,15.0,15.0,2009-08-21
964,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
965,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
966,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
967,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
968,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
969,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
970,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
971,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
972,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
973,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-08-02
974,United States,Commercial,Communications,,101.21,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-09-23
975,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-09-23
976,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1998-09-23
977,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
978,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
979,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
980,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
981,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
982,United States,Commercial,Communications,,100.7,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1999-12-04
983,United States,Commercial,Communications,,100.9,45.0,Vandenberg AFB,Orbital Sciences Corp.,5.0,5.0,1998-02-10
984,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
985,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
986,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
987,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
988,United States,Commercial,Communications,,100.3,45.0,Wallops Island Flight Facility,Orbital Sciences Corp.,5.0,5.0,1997-12-23
989,United States,Commercial,Communications,,98.36,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
990,United States,Commercial,Communications,,98.36,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
991,United States,Commercial,Communications,,97.44,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
992,United States,Commercial,Communications,,98.34,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
993,United States,Commercial,Communications,,97.42,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
994,United States,Commercial,Communications,,98.34,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2014-07-14
995,United States,Commercial,Communications,,97.44,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
996,United States,Commercial,Communications,,97.43,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
997,United States,Commercial,Communications,,97.41,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
998,United States,Commercial,Communications,,97.43,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
999,United States,Commercial,Communications,,97.39,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
1000,United States,Commercial,Communications,,97.4,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
1001,United States,Commercial,Communications,,97.42,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
1002,United States,Commercial,Communications,,97.44,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
1003,United States,Commercial,Communications,,97.43,172.0,Cape Canaveral,Boeing Corp./Sierra Nevada Corp.,5.0,5.0,2015-12-22
1004,Pakistan,Government/Commercial,Communications,,1436.1,5120.0,Xichang Satellite Launch Center,China Aerospace Science and Technology Corp. (CASC),15.0,15.0,2011-08-11
1005,Indonesia,Commercial,Communications,,1436.13,3014.0,Guiana Space Center,Boeing Satellite Systems,15.0,15.0,1996-05-15
1006,Indonesia,Commercial,Communications,,1436.09,4100.0,Xichang Satellite Launch Center,Thales Alenia Space,15.0,15.0,2009-08-31
1007,United States,Military,Earth Observation,Electronic Intelligence,1436.12,,Cape Canaveral,Lockheed Martin,,,2009-09-08
1008,United States,Civil,Technology Development,,95.19,5.0,Cape Canaveral,US Naval Academy,,,2015-05-20
1009,Russia,Military,Communications,,104.7,825.0,Plesetsk Cosmodrome,NPO-PM,2.0,3.0,2004-07-22
1010,Russia,Military,Communications,,103.8,825.0,Plesetsk Cosmodrome,NPO-PM,2.0,3.0,2005-01-20
1011,Russia,Military,Communications,,105,820.0,Plesetsk Cosmodrome,Information Satellite Systems (formerly NPO-PM),2.0,3.0,2010-04-27
1012,United States,Government,Communications/Technology Development,,100.7,10.0,Kodiak Launch Complex,US Naval Academy,5.0,5.0,2001-09-30
1013,Russia/USA,Commercial,Communications,Automatic Identification System (AIS),96.99,6.0,Dombarovsky Air Base,Dauria Aerospace/Canopus Systems,,,2014-06-19
1014,Russia/USA,Commerical,Communications,Automatic Identification System (AIS),96.99,6.0,Dombarovsky Air Base,Dauria Aerospace/Canopus Systems,,,2014-06-19
1015,Russia,Military,Earth Observation,Optical Imaging,99.2,7000.0,Plesetsk Cosmodrome,TsSKB Progress,3.0,5.0,2013-06-07
1016,Russia,Military,Earth Observation,Optical Imaging,99,7000.0,Plesetsk Cosmodrome,TsSKB Progress,3.0,5.0,2015-06-23
1017,Peru,Government,Earth Observation,Optical Imaging,98.7,430.0,Guiana Space Center,Airbus Defense and Space,10.0,10.0,2016-09-16
1018,United States,Government,Technology Development,,94.68,1.0,Wallops Island Flight Facility,NASA/Ames Research Center,,,2013-11-19
1019,India,Government,Technology Development,Optical Imaging,94.8,6.0,Satish Dhawan Space Center,"PES University, Bengaluru",,,2016-09-26
1020,France/Italy,Government,Earth Observation,Optical Imaging,98.7,1000.0,Guiana Space Center,Astrium,5.0,5.0,2011-12-17
1021,France,Government,Earth Observation,Optical Imaging,98.45,970.0,Guiana Space Center,Astrium,5.0,5.0,2012-12-02
1022,Ukraine,Civil,Technology Development,,97.03,1.0,Dombarovsky Air Base,National Technical University,,,2014-06-19
1023,Singapore,Commercial,Technology Development,,96.97,3.0,Dombarovsky Air Base,Microspace Rapid Pte Ltd.,,,2014-06-19
1024,Japan,Civil,Earth Observation,Optical Imaging,97,5.0,Tanegashima Space Center,University of Tokyo,,,2009-01-23
1025,ESA,Government,Technology Demonstration,,96.98,100.0,Satish Dhawan Space Center,Verhaert Design and Development NV (leading a European consortium),2.0,2.0,2001-10-22
1026,ESA,Government,Technology Demonstration,,99.2,130.0,Plesetsk Cosmodrome,Verhaert Design and Development NV (leading a European consortium),2.0,2.0,2009-11-02
1027,ESA,Government,Earth Observation,Earth Science,101.21,140.0,Guiana Space Center,QinetiQ Space Belgium,2.5,2.5,2013-05-07
1028,United States,Military,Technology Development,,96.27,1.0,Vandenberg AFB,Los Alamos National Laboratory,4.0,4.0,2016-11-11
1029,United States,Military,Technology Development,,96.28,1.0,Vandenberg AFB,Los Alamos National Laboratory,4.0,4.0,2016-11-11
1030,United States,Military,Space Science,,97.66,1.0,Cape Canaveral,Tyvak Nano-Satellite Systems,,,2015-10-08
1031,United States,Military,Space Science,,97.65,1.0,Cape Canaveral,Tyvak Nano-Satellite Systems,,,2015-10-08
1032,Peru,Civil,Technology Development,,96.9,1.0,Dombarovsky Air Base,Institute for Radio Astronomy at Pontificia Universidad Catolica del Peru (PUCP),,,2013-11-21
1033,China,Government,Technology Development,,94.14,,Jiuquan Satellite Launch Center,Shanghai Academy of Space Flight Technology,,,2015-09-24
1034,Belgium,Civil,Space Science,,96.96,2.0,Dombarovsky Air Base,Innovative Solutions in Space (ISIS),,,2014-06-19
1035,Belgium,Civil,Space Science,,96.98,2.0,Dombarovsky Air Base,Innovative Solutions in Space (ISIS),,,2014-06-19
1036,Japan,Civil,Earth Observation,Earth Science,95.23,49.0,Dombarovsky Air Base,Kyushu University,,,2014-11-06
1037,China,Government,Space Science,,95.1,700.0,Jiuquan Satellite Launch Center,Chinese Academy of Sciences/Austrian Academy of Sciences,2.0,2.0,2016-08-15
1038,United States,Commercial,Communications,,1436.09,5514.0,Baikonur Cosmodrome,Space Systems/Loral,15.0,15.0,2011-09-29
1039,Japan,Government,Navigation/Regional Positioning,,1436,4000.0,Tanegashima Space Center,Japan Aerospace Exploration Agency (JAXA),,,2010-09-11
1040,Canada,Commercial,Earth Observation,Radar Imaging,100.7,2924.0,Baikonur Cosmodrome,"MacDonald, Dettwiler/Thales Alenia Spazio",7.0,7.0,2007-12-14
1041,Russia,Civil,Communications,Amateur Radio,127.45,,Baikonur Cosmodrome,Nilakt Posto and radio amateurs,,,1994-12-26
1042,Russia,Military,Communications,,1435.79,2400.0,Baikonur Cosmodrome,Applied Mechanics (NPO),5.0,5.0,2009-02-28
1043,Russia,Military,Communications,,1436.06,2500.0,Baikonur Cosmodrome,Applied Mechanics (NPO),5.0,5.0,2010-01-28
1044,Russia,Military,Communications,,1436.13,2400.0,Baikonur Cosmodrome,OAO Resetneva,5.0,5.0,2013-11-11
1045,United States,Military,Technology Development,,109.42,350.0,Vandenberg AFB,National Reconnaissance Laboratory,,,2011-02-06
1046,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175.0,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
1047,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175.0,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
1048,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175.0,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
1049,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175.0,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
1050,Germany,Commercial,Earth Observation,Optical Imaging,97.3,175.0,Baikonur Cosmodrome,"Surrey Satellite Technology, Ltd.",7.0,7.0,2008-08-29
1051,Turkey,Government,Earth Observation,Optical Imaging,98.4,113.0,Dombarovsky Air Base,Space Technologies Research Institute,3.0,3.0,2011-08-17
1052,Multinational,Commercial,Communications,,1436.1,3050.0,Guiana Space Center,Thales Alenia Space,15.0,15.0,2010-08-04
1053,United States,Government,Technology Development,,96.2,5.0,Vandenberg AFB,Blue Canyon Technologies,0.5,0.5,2016-11-11
1054,Japan,Government,Technology Development,,97,70.0,Baikonur Cosmodrome,Institute of Space and Astronautical Science (ISAS),,,2005-08-23
1055,Russia ,Government,Earth Observation,Earth Science,99.22,253.0,Baikonur Cosmodrome,NPO Lavochkin,,,2014-07-08
1056,India/Canada,Government,Earth Observation,Optical Imaging,101.3,1206.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2011-04-20
1057,India,Government,Earth Observation,Optical Imaging,101.3,1235.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),5.0,5.0,2016-12-07
1058,Russia,Government/Commercial,Earth Observation,Optical Imaging,93.9,5900.0,Baikonur Cosmodrome,TsSKB Progress (State Research & Production Space Rocket Center),3.0,3.0,2013-06-25
1059,Russia,Government/Commercial,Earth Observation/Communications/Space Science,Optical Imaging/Automatic Identification System (AIS),93.93,5900.0,Baikonur Cosmodrome,TsSKB Progress (State Research & Production Space Rocket Center),3.0,3.0,2014-12-26
1060,Russia,Government/Commercial,Earth Observation,,94.01,5900.0,Baikonur Cosmodrome,TsSKB Progress (State Research & Production Space Rocket Center),5.0,5.0,2016-03-13
1061,India,Military,Earth Observation,Radar Imaging,95.4,1858.0,Satish Dhawan Space Center,Indian Space Research Organization (ISRO),,,2012-04-25
1062,India,Military,Earth Observation,Radar Imaging,94,93.0,Satish Dhawan Space Center,Israel Aircraft Industries (IAI),,,2009-04-20
1063,Japan,Civil,Earth Observation,Optical Imaging,97.27,41.0,Tanegashima Space Center,Tohoku University/Hokkaido University,,,2014-05-24
1064,Russia,Military,Communications,,114.7,225.0,Plesetsk Cosmodrome,NPO-PM,,,2005-12-21
1065,Russia,Military,Communications,,115.9,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2008-05-23
1066,Russia,Military,Communications,,115.8,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2008-05-23
1067,Russia,Military,Communications,,115.8,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2008-05-23
1068,Russia,Military,Communications,,116,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2009-07-06
1069,Russia,Military,Communications,,116,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2009-07-06
1070,Russia,Military,Communications,,115.9,225.0,Plesetsk Cosmodrome,OAO ISS,3.0,3.0,2010-09-08
1071,Russia,Military,Communications,,115.9,225.0,Plesetsk Cosmodrome,OAO ISS,3.0,3.0,2010-09-08
1072,Russia,Military,Communications,,115.9,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2012-07-28
1073,Russia,Military,Communications,,115.86,250.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2013-01-15
1074,Russia,Military,Communications,,115.86,250.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2013-01-15
1075,Russia,Military,Communications,,115.86,250.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2013-01-15
1076,Russia,Military,Communications,,115.9,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2013-12-25
1077,Russia,Military,Communications,,115.8,280.0,Plesetsk Cosmodrome,OAO ISS,5.0,5.0,2013-12-25
